arm,mean_k0_c0,mean_k1_c0,mean_k0_c10,mean_k1_c10,fall_over_k_at_c0,fall_over_c_at_k0,c_to_k_ratio
straddle,0.032067527402889255,0.0129507313187129,-0.019308339493341528,-0.0384251355775181,0.019116796084176355,0.05137586689623078,2.687472663829709
strip,0.1652745423713357,0.12085921416908697,0.05817903478078499,0.01376370657853783,0.044415328202248736,0.10709550759055073,2.411228553865071
