rule,ticker,entry_year,n,mean,p05,p10,p25,p50,p75,p90,p95,share_below_0.95,share_above_1
section 3 and rule 2 floor,SLV,2013,9,1.000595505048554,0.9942862547530006,0.9948093839453991,0.9957201012682434,0.9983336289975039,1.0039249875947216,1.0084808888904764,1.0114953560432454,0.0,0.4444444444444444
section 3 and rule 2 floor,SLV,2014,9,1.004110852827951,0.99844161885904,0.9985825845603815,1.001256311645214,1.0047435396003843,1.00641476249271,1.009108275442476,1.0097684048443836,0.0,0.7777777777777778
section 3 and rule 2 floor,SLV,2015,4,1.008234508680511,1.0051716630036662,1.0052689245186421,1.00556070906357,1.0065492880457025,1.0092230876626433,1.012548269350226,1.0136566632460866,0.0,1.0
section 3 and rule 2 floor,SLV,2016,2,1.0048800549462102,1.0028613379078535,1.0030856398010042,1.0037585454804565,1.0048800549462102,1.006001564411964,1.0066744700914163,1.006898771984567,0.0,1.0
section 3 and rule 2 floor,SLV,2019,1,1.0063634960388923,1.0063634960388923,1.0063634960388923,1.0063634960388923,1.0063634960388923,1.0063634960388923,1.0063634960388923,1.0063634960388923,0.0,1.0
section 3 and rule 2 floor,SLV,2020,10,0.9975380781724636,0.9927916553930044,0.9932982444112993,0.9948428352268166,0.9979105301282147,0.9990497553997455,1.002261879212868,1.0025538478169074,0.0,0.2
section 3 and rule 2 floor,SLV,2021,12,0.997934138047531,0.9937514116465216,0.9939717207150116,0.9963590353534402,0.9980830590416498,0.9996650369644593,1.0002756001494952,1.0019401361922706,0.0,0.16666666666666666
section 3 and rule 2 floor,SLV,2022,12,0.9997179368447319,0.9949381023414774,0.9968890994485805,0.9980265934486018,0.9994601858323947,1.0008485456900686,1.0043668835767372,1.0059289165472909,0.0,0.3333333333333333
section 3 and rule 2 floor,SLV,2023,12,1.0029674297419457,0.9984546775535988,0.9988639899850424,1.0011318333633727,1.0022630063142688,1.0056919024881006,1.0067730876339116,1.0071953134930836,0.0,0.8333333333333334
section 3 and rule 2 floor,SLV,2024,11,0.9998438829846741,0.9964247984250063,0.9979931179147137,0.9985514429927222,0.9994817434777203,1.000942593900764,1.0024470119347648,1.0041874275988953,0.0,0.36363636363636365
section 3 and rule 2 floor,SLV,2025,7,0.9983163702094048,0.9967758356496164,0.9971126811012427,0.9975831860885909,0.9976720285248553,0.9986076597779809,1.0000471537613542,1.0008845173855991,0.0,0.14285714285714285
section 3 and rule 2 floor,SLV,ALL,115,1.0001400507034308,0.9926694345969834,0.9940146065719836,0.9974201442313181,0.999562965474673,1.0030753261237988,1.0066960068090567,1.0074978491815647,0.0,0.4608695652173913
section 3 and rule 2 floor,UNG,2007,3,0.9711707143308229,0.9562432401972992,0.9582078351536432,0.9641016200226749,0.9739245948043945,0.9796167488757568,0.9830320413185742,0.9841704721328467,0.0,0.0
section 3 and rule 2 floor,UNG,2008,6,0.9846706283795941,0.9810393547608856,0.9811008789138609,0.9817228966105681,0.9846336150943071,0.9871457849477798,0.9882773911306142,0.988660134298364,0.0,0.0
section 3 and rule 2 floor,UNG,2012,2,1.0097736084026672,1.0090073381311138,1.0090924792723974,1.0093479026962486,1.0097736084026672,1.0101993141090857,1.010454737532937,1.0105398786742206,0.0,1.0
section 3 and rule 2 floor,UNG,2014,5,0.9919014527785354,0.974732258718929,0.9775815961026711,0.9861296082538977,0.9866235465880175,0.9991448896590768,1.0090937346975297,1.0124100163770142,0.0,0.2
section 3 and rule 2 floor,UNG,2015,1,0.9761568546847479,0.9761568546847479,0.9761568546847479,0.9761568546847479,0.9761568546847479,0.9761568546847479,0.9761568546847479,0.9761568546847479,0.0,0.0
section 3 and rule 2 floor,UNG,2018,3,0.9952488290989266,0.9897991182736451,0.990747326411512,0.9935919508251128,0.9983329915144472,0.998447788580501,0.9985166668201332,0.9985396262333439,0.0,0.0
section 3 and rule 2 floor,UNG,2019,6,0.9959066264676597,0.9872169021623112,0.9884738103938966,0.9915050118063625,0.9931844946962018,1.0027732559090252,1.0060615743128802,1.0061288279863296,0.0,0.3333333333333333
section 3 and rule 2 floor,UNG,2020,7,0.9960845316167034,0.9908885018201786,0.9910409607164575,0.9920539770770305,0.9951609746778354,0.9990982001155826,1.001379148939078,1.0028847491345199,0.0,0.14285714285714285
section 3 and rule 2 floor,UNG,2021,3,0.9973264488797305,0.995325908568051,0.9956379420166173,0.9965740423623162,0.9981342096051475,0.9984827357598535,0.998691851452677,0.9987615566836182,0.0,0.0
section 3 and rule 2 floor,UNG,2022,8,0.9846926594659556,0.9549053149322125,0.9596112117175897,0.977289230484973,0.9926659219987013,0.9982797738570467,0.9992382719939858,0.9993019692744761,0.0,0.0
section 3 and rule 2 floor,UNG,2023,1,0.9976292218017991,0.9976292218017991,0.9976292218017991,0.9976292218017991,0.9976292218017991,0.9976292218017991,0.9976292218017991,0.9976292218017991,0.0,0.0
section 3 and rule 2 floor,UNG,2024,11,0.938051709024175,0.8189415193529366,0.8242167288487849,0.9018510847837091,0.9850995862710409,0.9932651302792549,0.9987133776434778,1.0015429614569658,0.45454545454545453,0.09090909090909091
section 3 and rule 2 floor,UNG,2025,4,0.9677030057808205,0.9107796596094516,0.9173838662738936,0.9371964862672194,0.9665662272958098,0.9970727468094107,1.018931568075756,1.0262178418312042,0.5,0.25
section 3 and rule 2 floor,UNG,ALL,60,0.9794509313771714,0.9035458067951103,0.9450617386201592,0.981684002906519,0.9908618348904836,0.9986002836457855,1.0045440210935639,1.0090073381311138,0.11666666666666667,0.13333333333333333
section 3 and rule 2 floor,USO,2007,5,0.9817044398849774,0.969245196546185,0.9704243287187011,0.9739617252362492,0.9790917444652913,0.9869819681404277,0.9950452055817207,0.997732951395485,0.0,0.2
section 3 and rule 2 floor,USO,2008,10,0.9855372701071081,0.9674637706978608,0.9710903429345872,0.9848766398700806,0.9893123717200119,0.9915457791666313,0.9921678581549762,0.993498895261951,0.0,0.0
section 3 and rule 2 floor,USO,2009,12,0.989836316024492,0.9769568567750165,0.9815024666224721,0.9856630026744677,0.9874223655376695,0.9916843447163637,1.0061771717176906,1.008783689306346,0.0,0.16666666666666666
section 3 and rule 2 floor,USO,2010,10,1.0076922486307673,0.9983657145165271,0.9984492363665188,1.003905258242638,1.0061710992456843,1.010504932785035,1.0170687948568249,1.0201707050267514,0.0,0.8
section 3 and rule 2 floor,USO,2011,12,1.0029065216408741,0.9946210435948278,0.9985012035558066,0.9994850691128326,1.0025401108555791,1.0051653864558774,1.0079105534497277,1.0126006608225133,0.0,0.6666666666666666
section 3 and rule 2 floor,USO,2012,12,1.0059882887854539,0.9968041940898484,0.9969720269449652,0.9972739008261736,1.0091238813079615,1.0112794436286605,1.0134301837533415,1.0137324278043467,0.0,0.6666666666666666
section 3 and rule 2 floor,USO,2013,12,1.0042137258262545,0.9943398057574308,0.9952678387045575,0.9969016269276967,1.0001295586141463,1.00260697817543,1.0144825179780252,1.028907903982667,0.0,0.5
section 3 and rule 2 floor,USO,2014,12,1.0050837389582725,0.9920394903502051,0.9922459048909601,0.9938440497683798,1.0004061899582828,1.0103193428620876,1.023144223265927,1.0329691878905782,0.0,0.5
section 3 and rule 2 floor,USO,2015,11,1.0039622868853846,0.9953873836011109,0.9959151850589754,1.0000467946526275,1.0018371995804964,1.0068010535786989,1.011073622957492,1.0163421715921812,0.0,0.7272727272727273
section 3 and rule 2 floor,USO,2016,2,1.007898812150438,1.0055291181507247,1.0057924174840263,1.0065823154839306,1.007898812150438,1.0092153088169453,1.0100052068168497,1.0102685061501513,0.0,1.0
section 3 and rule 2 floor,USO,2018,1,1.0037794779597524,1.0037794779597524,1.0037794779597524,1.0037794779597524,1.0037794779597524,1.0037794779597524,1.0037794779597524,1.0037794779597524,0.0,1.0
section 3 and rule 2 floor,USO,2019,2,1.0093734165171853,1.0084344106643406,1.0085387446479899,1.0088517465989382,1.0093734165171853,1.0098950864354321,1.0102080883863804,1.0103124223700297,0.0,1.0
section 3 and rule 2 floor,USO,2020,10,0.9927620808230989,0.9775195894540729,0.98076002608849,0.985143617834154,0.9927317026524385,0.9991347992347296,1.0032809708594403,1.0089191170386045,0.0,0.2
section 3 and rule 2 floor,USO,2021,12,0.9666899634473971,0.8781350556067535,0.8986704872754716,0.9656502699301504,0.9884971612570541,0.9954891737871703,0.9974253248235045,0.9999735856155431,0.25,0.08333333333333333
section 3 and rule 2 floor,USO,2022,12,0.9914553177938266,0.9785098398763326,0.9799874035865762,0.9892869815840863,0.9923571457070224,0.9959242485387737,1.0003448665427568,1.0008069483483146,0.0,0.16666666666666666
section 3 and rule 2 floor,USO,2023,12,0.985784810601683,0.9495384023750636,0.9596007863287267,0.9722656355768299,0.986140011984,1.0011485585675117,1.0080087549271817,1.0175846972985936,0.08333333333333333,0.3333333333333333
section 3 and rule 2 floor,USO,2024,12,0.98681628947765,0.9654961714110516,0.9676128869534981,0.9759550956971821,0.9874187578442333,0.9968562939633163,1.002367677242342,1.0043728638754699,0.0,0.25
section 3 and rule 2 floor,USO,2025,7,0.9685097950744709,0.9067926155791274,0.9076047747160718,0.9481062423684308,0.9902220982017521,0.9933139948367538,0.9966450943685333,0.9985853154177627,0.2857142857142857,0.14285714285714285
section 3 and rule 2 floor,USO,ALL,166,0.9933446718208494,0.9643291673842685,0.9749195517639095,0.9878767320879395,0.9967749980333445,1.004095404148787,1.0106032721774163,1.015161479223755,0.03614457831325301,0.39156626506024095
