ticker,cycle,arm,hedge_days,fallback_leg_days,carried_hedge_days,carried_hedge_share
USO,149,straddle,19,2,1,0.05263157894736842
USO,149,strip,19,3,1,0.05263157894736842
USO,150,straddle,19,3,1,0.05263157894736842
USO,150,strip,19,15,2,0.10526315789473684
USO,151,straddle,23,2,1,0.043478260869565216
USO,151,strip,23,10,2,0.08695652173913043
USO,152,straddle,17,0,0,0.0
USO,152,strip,17,0,0,0.0
USO,153,straddle,22,6,2,0.09090909090909091
USO,153,strip,22,3,0,0.0
USO,154,straddle,19,5,2,0.10526315789473684
USO,154,strip,19,34,4,0.21052631578947367
USO,155,straddle,18,0,0,0.0
USO,155,strip,18,50,12,0.6666666666666666
USO,156,strip,19,265,19,1.0
USO,157,straddle,23,0,0,0.0
USO,157,strip,23,45,8,0.34782608695652173
USO,158,straddle,18,0,0,0.0
USO,158,strip,18,17,3,0.16666666666666666
USO,159,straddle,24,0,0,0.0
USO,159,strip,24,7,1,0.041666666666666664
USO,160,straddle,18,0,0,0.0
USO,160,strip,18,0,0,0.0
USO,161,straddle,19,0,0,0.0
USO,161,strip,19,9,2,0.10526315789473684
USO,162,straddle,24,0,0,0.0
USO,162,strip,24,3,2,0.08333333333333333
USO,163,straddle,18,1,0,0.0
USO,163,strip,18,10,2,0.1111111111111111
USO,164,straddle,17,0,0,0.0
USO,164,strip,17,34,7,0.4117647058823529
USO,165,straddle,22,2,0,0.0
USO,165,strip,22,12,1,0.045454545454545456
USO,166,straddle,19,0,0,0.0
USO,166,strip,19,6,2,0.10526315789473684
USO,167,straddle,18,0,0,0.0
USO,167,strip,18,1,0,0.0
USO,168,straddle,24,0,0,0.0
USO,168,strip,24,14,3,0.125
USO,169,straddle,18,0,0,0.0
USO,169,strip,18,1,0,0.0
USO,170,straddle,18,0,0,0.0
USO,170,strip,18,0,0,0.0
USO,171,straddle,24,0,0,0.0
USO,171,strip,24,23,1,0.041666666666666664
USO,172,straddle,18,1,0,0.0
USO,172,strip,18,21,3,0.16666666666666666
USO,173,straddle,19,1,0,0.0
USO,173,strip,19,18,3,0.15789473684210525
USO,174,straddle,24,1,0,0.0
USO,174,strip,24,0,0,0.0
USO,175,straddle,18,1,0,0.0
USO,175,strip,18,1,0,0.0
USO,176,straddle,22,3,0,0.0
USO,176,strip,22,80,6,0.2727272727272727
USO,177,straddle,19,1,0,0.0
USO,177,strip,19,7,0,0.0
USO,178,straddle,18,2,0,0.0
USO,178,strip,18,22,1,0.05555555555555555
USO,179,straddle,18,0,0,0.0
USO,179,strip,18,11,0,0.0
USO,180,straddle,24,0,0,0.0
USO,180,strip,24,12,1,0.041666666666666664
USO,181,straddle,18,0,0,0.0
USO,181,strip,18,7,1,0.05555555555555555
USO,182,straddle,17,0,0,0.0
USO,182,strip,17,27,3,0.17647058823529413
USO,183,straddle,24,0,0,0.0
USO,183,strip,24,13,1,0.041666666666666664
USO,184,straddle,18,1,0,0.0
USO,184,strip,18,8,0,0.0
USO,185,straddle,24,0,0,0.0
USO,185,strip,24,3,1,0.041666666666666664
USO,186,straddle,19,0,0,0.0
USO,186,strip,19,1,0,0.0
USO,187,straddle,18,0,0,0.0
USO,187,strip,18,3,0,0.0
USO,188,straddle,21,0,0,0.0
USO,188,strip,21,9,0,0.0
USO,189,straddle,19,1,0,0.0
USO,189,strip,19,1,0,0.0
USO,190,straddle,18,2,1,0.05555555555555555
USO,190,strip,18,17,1,0.05555555555555555
USO,191,straddle,23,2,1,0.043478260869565216
USO,191,strip,23,14,4,0.17391304347826086
USO,192,straddle,19,3,2,0.10526315789473684
USO,192,strip,19,14,2,0.10526315789473684
USO,193,straddle,18,0,0,0.0
USO,193,strip,18,2,1,0.05555555555555555
USO,194,straddle,22,0,0,0.0
USO,194,strip,22,5,0,0.0
USO,195,straddle,19,0,0,0.0
USO,195,strip,19,0,0,0.0
USO,196,straddle,18,2,1,0.05555555555555555
USO,196,strip,18,10,1,0.05555555555555555
USO,197,straddle,24,0,0,0.0
USO,197,strip,24,0,0,0.0
USO,198,straddle,19,1,0,0.0
USO,198,strip,19,5,0,0.0
USO,199,straddle,18,2,0,0.0
USO,199,strip,18,11,2,0.1111111111111111
USO,200,straddle,21,0,0,0.0
USO,200,strip,21,2,0,0.0
USO,201,straddle,19,0,0,0.0
USO,201,strip,19,3,0,0.0
USO,202,straddle,18,1,0,0.0
USO,202,strip,18,2,0,0.0
USO,203,straddle,23,0,0,0.0
USO,203,strip,23,1,0,0.0
USO,204,straddle,19,2,1,0.05263157894736842
USO,204,strip,19,3,1,0.05263157894736842
USO,205,straddle,22,2,0,0.0
USO,205,strip,22,2,0,0.0
USO,206,straddle,18,0,0,0.0
USO,206,strip,18,0,0,0.0
USO,207,straddle,19,0,0,0.0
USO,207,strip,19,0,0,0.0
USO,208,straddle,23,1,0,0.0
USO,208,strip,23,2,0,0.0
USO,209,straddle,19,0,0,0.0
USO,209,strip,19,0,0,0.0
USO,210,straddle,19,0,0,0.0
USO,210,strip,19,3,0,0.0
USO,211,straddle,23,0,0,0.0
USO,211,strip,23,3,0,0.0
USO,212,straddle,16,4,2,0.125
USO,212,strip,16,30,6,0.375
USO,213,straddle,22,5,1,0.045454545454545456
USO,213,strip,22,13,1,0.045454545454545456
USO,214,straddle,19,1,0,0.0
USO,214,strip,19,16,3,0.15789473684210525
USO,215,straddle,18,6,4,0.2222222222222222
USO,215,strip,18,44,4,0.2222222222222222
USO,216,straddle,19,0,0,0.0
USO,216,strip,19,3,0,0.0
USO,217,straddle,22,1,0,0.0
USO,217,strip,22,16,1,0.045454545454545456
USO,218,straddle,18,0,0,0.0
USO,218,strip,18,0,0,0.0
USO,219,straddle,19,0,0,0.0
USO,219,strip,19,0,0,0.0
