entry,gated,funds,cumulative,series
2011-04-18,-1.107842650106995,3,5.689251057980292,unconditional
2011-05-23,0.4671792126942879,3,6.15643027067458,unconditional
2011-06-20,0.22561338339612672,3,6.382043654070706,unconditional
2011-07-18,-0.6128805402056304,3,5.769163113865076,unconditional
2011-08-22,0.31807214650762705,3,6.087235260372704,unconditional
2011-09-19,-0.4496322040227932,3,5.63760305634991,unconditional
2011-10-24,0.2243007101337332,3,5.8619037664836435,unconditional
2011-11-21,0.38116751861090165,3,6.243071285094545,unconditional
2011-12-19,0.36162696672843464,3,6.604698251822979,unconditional
2012-01-23,0.5173217969035137,3,7.122020048726493,unconditional
2012-02-21,-0.1848922524539811,3,6.937127796272512,unconditional
2012-03-19,0.28897873087706666,3,7.226106527149579,unconditional
2012-04-23,0.261284741198551,3,7.48739126834813,unconditional
2012-05-21,0.23417688134026818,3,7.721568149688398,unconditional
2012-06-18,0.09411205850650975,4,7.815680208194908,unconditional
2012-07-23,0.47926878793617933,4,8.294948996131087,unconditional
2012-08-20,0.015094665999659676,3,8.310043662130747,unconditional
2012-09-24,0.4624105572366992,3,8.772454219367447,unconditional
2012-10-22,0.2549247171183851,3,9.027378936485832,unconditional
2012-11-19,0.4066952269035098,3,9.434074163389342,unconditional
2012-12-24,0.45578594618466745,3,9.889860109574009,unconditional
2013-01-22,0.3632061453928788,3,10.253066254966887,unconditional
2013-02-19,0.42768348812799717,2,10.680749743094884,unconditional
2013-03-18,-3.091401418699401,3,7.589348324395482,unconditional
2013-04-22,0.13049262623156666,3,7.719840950627049,unconditional
2013-05-20,0.14848723456408564,3,7.868328185191134,unconditional
2013-06-24,0.046159368148342005,3,7.914487553339477,unconditional
2013-07-22,0.2334141929113953,3,8.147901746250872,unconditional
2013-08-19,0.026279484631280083,2,8.174181230882152,unconditional
2013-09-23,0.38114546472140914,3,8.555326695603561,unconditional
2013-10-21,0.5072475042180429,3,9.062574199821604,unconditional
2013-11-18,0.11248176726579706,3,9.1750559670874,unconditional
2013-12-23,0.1260563760719937,2,9.301112343159394,unconditional
2014-01-21,0.0631478724058119,3,9.364260215565206,unconditional
2014-02-24,0.21874393142496076,4,9.583004146990167,unconditional
2014-03-24,0.5586870007269042,3,10.14169114771707,unconditional
2014-04-21,0.5161400581466031,2,10.657831205863673,unconditional
2014-05-19,0.22764206939761,3,10.885473275261283,unconditional
2014-06-23,0.18424565815421176,3,11.069718933415494,unconditional
2014-07-21,0.27594562161710556,3,11.3456645550326,unconditional
2014-08-18,0.19500062258161643,3,11.540665177614217,unconditional
2014-09-22,0.11709014572663586,3,11.657755323340853,unconditional
2014-10-20,-0.04860313391590265,4,11.60915218942495,unconditional
2014-11-24,-0.8269641600440746,3,10.782188029380876,unconditional
2014-12-22,-0.012327945453763617,4,10.769860083927112,unconditional
2015-01-20,0.26317533480529215,4,11.033035418732403,unconditional
2015-02-23,0.46959065395751903,3,11.502626072689923,unconditional
2015-03-23,0.04912479175102222,2,11.551750864440946,unconditional
2015-04-20,0.09940600031896277,2,11.651156864759908,unconditional
2015-05-18,0.40591403433794326,3,12.057070899097852,unconditional
2015-06-22,0.158917098313065,2,12.215987997410917,unconditional
2015-07-20,0.3772564637710831,3,12.593244461182,unconditional
2015-08-24,-0.03095691532008793,2,12.562287545861912,unconditional
2015-09-21,0.11695644237682136,2,12.679243988238733,unconditional
2015-10-19,0.34297398442655574,2,13.022217972665288,unconditional
2015-11-23,0.11016102262225845,2,13.132378995287546,unconditional
2015-12-21,0.08138339134072178,1,13.213762386628268,unconditional
2016-01-19,-0.9015841727791885,1,12.31217821384908,unconditional
2016-02-22,0.488859655535264,1,12.801037869384345,unconditional
2016-03-21,0.008925836464400067,2,12.809963705848745,unconditional
2016-04-18,0.20894669303884403,2,13.018910398887588,unconditional
2016-05-23,0.054858170137102986,1,13.073768569024692,unconditional
2016-06-20,0.010302515028247701,2,13.084071084052939,unconditional
2016-07-18,0.2405601199924043,2,13.324631204045343,unconditional
2016-08-22,0.4239255243169965,1,13.748556728362338,unconditional
2016-09-19,0.11895766975180258,1,13.86751439811414,unconditional
2016-10-24,-0.03997131801002689,1,13.827543080104114,unconditional
2016-11-21,0.2591339697856631,1,14.086677049889778,unconditional
2016-12-19,0.48092491790029873,1,14.567601967790075,unconditional
2017-01-23,0.42884910010849386,1,14.996451067898569,unconditional
2017-02-21,0.22901484676650447,1,15.225465914665074,unconditional
2017-03-20,0.46867208415967515,1,15.694137998824749,unconditional
2017-04-24,-0.19662083318843973,1,15.497517165636308,unconditional
2017-05-22,0.4135755530768776,1,15.911092718713187,unconditional
2017-06-19,0.1135961079305731,1,16.02468882664376,unconditional
2017-07-24,0.3168219559913081,1,16.34151078263507,unconditional
2017-08-21,0.11490098834031419,1,16.456411770975382,unconditional
2017-09-18,0.22958447515847902,1,16.68599624613386,unconditional
2017-10-23,0.3609595249943011,1,17.04695577112816,unconditional
2017-11-20,0.3808561206086199,1,17.42781189173678,unconditional
2017-12-18,0.07444359885794945,1,17.50225549059473,unconditional
2018-01-22,-0.190432320285394,1,17.31182317030934,unconditional
2018-02-20,0.6013153536867277,2,17.913138523996068,unconditional
2018-03-19,-0.3902591741554865,1,17.522879349840583,unconditional
2018-04-23,0.290999764541583,1,17.813879114382164,unconditional
2018-05-21,0.478896953140568,1,18.29277606752273,unconditional
2018-06-18,0.009909477368726268,1,18.302685544891457,unconditional
2018-07-23,0.04376833420980124,1,18.346453879101258,unconditional
2018-08-20,0.34648187040102496,1,18.692935749502283,unconditional
2018-09-24,-0.5594085034975351,1,18.133527246004746,unconditional
2018-10-22,-0.7028405263720512,2,17.430686719632696,unconditional
2018-11-19,0.0896178438297601,2,17.520304563462457,unconditional
2018-12-24,0.27253272234380876,2,17.792837285806264,unconditional
2019-01-22,0.3179652202901061,2,18.11080250609637,unconditional
2019-02-19,-0.17714552378498333,1,17.933656982311387,unconditional
2019-03-18,0.03458110375843379,1,17.96823808606982,unconditional
2019-04-22,0.23554912427740907,1,18.20378721034723,unconditional
2019-05-20,-0.7823623118175199,1,17.42142489852971,unconditional
