sample,arm,rule,ticker,year,n,mean,p05,p10,p25,p50,p75,p90,p95,mean_cost_k0,median_cost_k0,mean_cost_k0.25,median_cost_k0.25,mean_cost_k0.5,median_cost_k0.5,mean_cost_k0.75,median_cost_k0.75,mean_cost_k1,median_cost_k1
full,strip,section 3,GLD,2019,12,0.025650635997725824,0.014354811494257807,0.014601113633954953,0.015852391056295097,0.025867103375634436,0.030487944215803253,0.03452250887047175,0.04156721553717008,0.0,0.0,0.006412658999431456,0.006466775843908609,0.012825317998862912,0.012933551687817218,0.019237976998294368,0.019400327531725825,0.025650635997725824,0.025867103375634436
full,strip,section 3,GLD,2020,12,0.02089132881952965,0.01586391691445642,0.016037121002529266,0.017754588828962137,0.018600656018784863,0.02258733449108602,0.0292275479906474,0.02973023322135731,0.0,0.0,0.005222832204882412,0.004650164004696216,0.010445664409764825,0.009300328009392431,0.015668496614647236,0.013950492014088647,0.02089132881952965,0.018600656018784863
full,strip,section 3,GLD,2021,12,0.023662994594076284,0.019728248313633238,0.020140036346742815,0.021612093419739006,0.023083099392400767,0.026299129778989877,0.026932904611613198,0.02770482626199175,0.0,0.0,0.005915748648519071,0.005770774848100192,0.011831497297038142,0.011541549696200384,0.017747245945557214,0.017312324544300574,0.023662994594076284,0.023083099392400767
full,strip,section 3,GLD,2022,12,0.021459881374725463,0.016958849841741265,0.0175991907916706,0.019597579627116436,0.02031195473916569,0.022360420664283863,0.026401041097207888,0.028702525658702585,0.0,0.0,0.005364970343681366,0.005077988684791423,0.010729940687362731,0.010155977369582845,0.016094911031044098,0.015233966054374267,0.021459881374725463,0.02031195473916569
full,strip,section 3,GLD,2023,12,0.023058370612578278,0.01726834238907331,0.018552641371054085,0.02081367595895227,0.02334489432848739,0.02402918540181756,0.028826470164246318,0.03052094596785717,0.0,0.0,0.0057645926531445695,0.005836223582121848,0.011529185306289139,0.011672447164243696,0.01729377795943371,0.017508670746365543,0.023058370612578278,0.02334489432848739
full,strip,section 3,GLD,2024,12,0.02308465720652138,0.01699885866710027,0.017643153610715813,0.019421006234966467,0.02095494760911648,0.024128721324708703,0.03347926973808252,0.035010300538480345,0.0,0.0,0.005771164301630345,0.00523873690227912,0.01154232860326069,0.01047747380455824,0.017313492904891037,0.01571621070683736,0.02308465720652138,0.02095494760911648
full,strip,section 3,GLD,2025,7,0.024578576608184497,0.016396650547966903,0.016938884498441508,0.02060272882474655,0.025454776079349224,0.029140755654507834,0.03093322644442686,0.031093550533184026,0.0,0.0,0.006144644152046124,0.006363694019837306,0.012289288304092249,0.012727388039674612,0.018433932456138374,0.01909108205951192,0.024578576608184497,0.025454776079349224
full,strip,section 3,GLD,ALL,206,0.03191308260648419,0.01659242706151444,0.01844284011065119,0.020831776685967793,0.027554131579146386,0.03567132169732114,0.05488885606804049,0.06879081024027398,0.0,0.0,0.007978270651621048,0.0068885328947865965,0.015956541303242096,0.013777065789573193,0.023934811954863144,0.02066559868435979,0.03191308260648419,0.027554131579146386
full,strip,section 3,SLV,2008,1,0.14351795921835778,0.14351795921835778,0.14351795921835778,0.14351795921835778,0.14351795921835778,0.14351795921835778,0.14351795921835778,0.14351795921835778,0.0,0.0,0.035879489804589444,0.035879489804589444,0.07175897960917889,0.07175897960917889,0.10763846941376834,0.10763846941376834,0.14351795921835778,0.14351795921835778
full,strip,section 3,SLV,2009,12,0.10814596340342014,0.054618694516633676,0.0625894748888355,0.09833659517158316,0.10806284329625551,0.12844096389803372,0.13964817980669125,0.1518050859664243,0.0,0.0,0.027036490850855036,0.027015710824063878,0.05407298170171007,0.054031421648127756,0.0811094725525651,0.08104713247219164,0.10814596340342014,0.10806284329625551
full,strip,section 3,SLV,2010,12,0.043117686241802324,0.02053433235093777,0.023754676500458153,0.032716654369022234,0.042468984338550834,0.05420529684853179,0.05623046353969836,0.06408213171791721,0.0,0.0,0.010779421560450581,0.010617246084637709,0.021558843120901162,0.021234492169275417,0.032338264681351744,0.031851738253913124,0.043117686241802324,0.042468984338550834
full,strip,section 3,SLV,2011,12,0.025422655106136168,0.013167971908096767,0.01397244383316786,0.019687609579961563,0.02456519686710562,0.03075261787828866,0.035981469414639346,0.03889487152756194,0.0,0.0,0.006355663776534042,0.006141299216776405,0.012711327553068084,0.01228259843355281,0.019066991329602125,0.018423897650329216,0.025422655106136168,0.02456519686710562
full,strip,section 3,SLV,2012,12,0.04444928645294163,0.03259271166070399,0.034115153035645183,0.035335350159352595,0.04391044246708729,0.04893589492617439,0.05881942702250405,0.06205022131559921,0.0,0.0,0.011112321613235408,0.010977610616771823,0.022224643226470817,0.021955221233543647,0.033336964839706225,0.03293283185031547,0.04444928645294163,0.04391044246708729
full,strip,section 3,SLV,2013,12,0.04111996293014124,0.03051571870159778,0.03422074516533874,0.03618242120521828,0.0408554319431534,0.044589915180313994,0.04720163240816,0.05429782863688405,0.0,0.0,0.01027999073253531,0.01021385798578835,0.02055998146507062,0.0204277159715767,0.03083997219760593,0.03064157395736505,0.04111996293014124,0.0408554319431534
full,strip,section 3,SLV,2014,12,0.05581489364214565,0.04487412348256822,0.048553114381688384,0.05085986079890167,0.05567802446509676,0.061447330052106126,0.06373767959719136,0.06602055833185223,0.0,0.0,0.013953723410536413,0.01391950611627419,0.027907446821072827,0.02783901223254838,0.04186117023160924,0.04175851834882257,0.05581489364214565,0.05567802446509676
full,strip,section 3,SLV,2015,12,0.058143522453523465,0.04952246060869392,0.04979655921555509,0.050756176865936815,0.054057698528731664,0.060874671653518876,0.07657345305927558,0.07784327652857878,0.0,0.0,0.014535880613380866,0.013514424632182916,0.029071761226761732,0.027028849264365832,0.0436076418401426,0.04054327389654875,0.058143522453523465,0.054057698528731664
full,strip,section 3,SLV,2016,12,0.05520163312209272,0.04374392731617981,0.04536185867916047,0.047437059488930435,0.056867005544286364,0.060263397513236214,0.06572058288270048,0.0679003618372416,0.0,0.0,0.01380040828052318,0.014216751386071591,0.02760081656104636,0.028433502772143182,0.04140122484156954,0.04265025415821477,0.05520163312209272,0.056867005544286364
full,strip,section 3,SLV,2017,12,0.05744508723257888,0.0490202471545162,0.051657863681553506,0.05476276375731406,0.05717944839822002,0.061429039272745845,0.062024955533857326,0.06475849005113533,0.0,0.0,0.01436127180814472,0.014294862099555005,0.02872254361628944,0.02858972419911001,0.04308381542443416,0.04288458629866501,0.05744508723257888,0.05717944839822002
full,strip,section 3,SLV,2018,12,0.06424162116648006,0.051739675462976586,0.05316581828977045,0.05810097288809146,0.06253552307901468,0.07088216346766256,0.07300413320839988,0.07876924923265699,0.0,0.0,0.016060405291620016,0.01563388076975367,0.03212081058324003,0.03126776153950734,0.048181215874860045,0.04690164230926101,0.06424162116648006,0.06253552307901468
full,strip,section 3,SLV,2019,12,0.05442418212407452,0.04234291164545078,0.04307534347336063,0.04608422799777698,0.05386603044985462,0.062382279428921876,0.06460058406140268,0.0669298675516819,0.0,0.0,0.01360604553101863,0.013466507612463655,0.02721209106203726,0.02693301522492731,0.040818136593055894,0.04039952283739097,0.05442418212407452,0.05386603044985462
full,strip,section 3,SLV,2020,12,0.04026781908522153,0.02714005932049791,0.02817703641454069,0.03294325404878293,0.04117774875293101,0.045019977286110194,0.05271475494088655,0.05356066214970559,0.0,0.0,0.010066954771305382,0.010294437188232752,0.020133909542610764,0.020588874376465505,0.030200864313916144,0.030883311564698257,0.04026781908522153,0.04117774875293101
full,strip,section 3,SLV,2021,12,0.03985679279737434,0.02489284897735815,0.02861205392068414,0.03657221243112251,0.043826152180178074,0.04547452827228313,0.04621774432586152,0.047980100210429664,0.0,0.0,0.009964198199343586,0.010956538045044519,0.01992839639868717,0.021913076090089037,0.02989259459803076,0.032869614135133556,0.03985679279737434,0.043826152180178074
full,strip,section 3,SLV,2022,12,0.04250214449706594,0.03564507340571027,0.03675068901070422,0.038925973217442,0.04215433084647601,0.04450641304740655,0.04687942022934663,0.05084887661455521,0.0,0.0,0.010625536124266486,0.010538582711619003,0.02125107224853297,0.021077165423238006,0.03187660837279946,0.03161574813485701,0.04250214449706594,0.04215433084647601
full,strip,section 3,SLV,2023,12,0.040975326123538686,0.037166755074742694,0.038880177881250554,0.0400885182747102,0.04076522915870476,0.04290455185787378,0.04369884063131009,0.04393212916124118,0.0,0.0,0.010243831530884671,0.01019130728967619,0.020487663061769343,0.02038261457935238,0.030731494592654014,0.03057392186902857,0.040975326123538686,0.04076522915870476
full,strip,section 3,SLV,2024,12,0.03321643333691256,0.018092597366666463,0.01895035809143042,0.026177603952054956,0.030849432566921985,0.039805123790824244,0.050354240769952,0.051405127468046756,0.0,0.0,0.00830410833422814,0.007712358141730496,0.01660821666845628,0.015424716283460992,0.024912325002684418,0.023137074425191487,0.03321643333691256,0.030849432566921985
full,strip,section 3,SLV,2025,7,0.03597431391469296,0.03269717576922413,0.03293565884586019,0.0339278348855582,0.034930652797893744,0.035824059349785574,0.03996202946325325,0.042444546452467286,0.0,0.0,0.00899357847867324,0.008732663199473436,0.01798715695734648,0.017465326398946872,0.02698073543601972,0.026197989598420308,0.03597431391469296,0.034930652797893744
full,strip,section 3,SLV,ALL,200,0.050237391366033037,0.02317266970249682,0.028722595404527144,0.03835649448380188,0.04625606126753545,0.05793456588378962,0.06874468626479795,0.0926326928638931,0.0,0.0,0.012559347841508259,0.011564015316883863,0.025118695683016518,0.023128030633767727,0.03767804352452478,0.03469204595065159,0.050237391366033037,0.04625606126753545
full,strip,section 3,UNG,2007,8,0.11847917374858204,0.08366030781110889,0.0918469752928194,0.11113677133082239,0.12533135963488626,0.1339309634305594,0.13730093530836018,0.13743795748129017,0.0,0.0,0.02961979343714551,0.031332839908721564,0.05923958687429102,0.06266567981744313,0.08885938031143653,0.09399851972616469,0.11847917374858204,0.12533135963488626
full,strip,section 3,UNG,2008,11,0.09749951593309394,0.08218590048972588,0.08256870815033793,0.08478038600268853,0.08817355571096767,0.09567080115629784,0.11484289826746555,0.14158512440995547,0.0,0.0,0.024374878983273486,0.02204338892774192,0.04874975796654697,0.04408677785548384,0.07312463694982047,0.06613016678322575,0.09749951593309394,0.08817355571096767
full,strip,section 3,UNG,2009,12,0.08645006647310068,0.05639508053420139,0.06326582238923967,0.06807159498200062,0.09285562124487917,0.10161763083343915,0.10651613286461152,0.11092308108034465,0.0,0.0,0.02161251661827517,0.023213905311219793,0.04322503323655034,0.046427810622439586,0.06483754985482551,0.06964171593365938,0.08645006647310068,0.09285562124487917
full,strip,section 3,UNG,2010,9,0.04247478516148202,0.031676003706706764,0.03252047958629146,0.03301491100023257,0.044262386723702876,0.045443005557525916,0.051014284783320964,0.05497431418359269,0.0,0.0,0.010618696290370506,0.011065596680925719,0.02123739258074101,0.022131193361851438,0.03185608887111152,0.03319679004277716,0.04247478516148202,0.044262386723702876
full,strip,section 3,UNG,2011,8,0.037046632566675716,0.026956113516241963,0.028323068565082803,0.0301996938200825,0.03191010251238308,0.03869653657108134,0.05151223663175965,0.05822185277524573,0.0,0.0,0.009261658141668929,0.00797752562809577,0.018523316283337858,0.01595505125619154,0.027784974425006787,0.023932576884287314,0.037046632566675716,0.03191010251238308
full,strip,section 3,UNG,2012,12,0.026102821418233058,0.017918682251537536,0.01855106641430446,0.0201517806268584,0.021857174473221042,0.02947856411737464,0.03340057375414983,0.043131936644660564,0.0,0.0,0.006525705354558264,0.0054642936183052606,0.013051410709116529,0.010928587236610521,0.019577116063674793,0.016392880854915783,0.026102821418233058,0.021857174473221042
full,strip,section 3,UNG,2013,12,0.026528881624667235,0.022919570385087105,0.023966687240202986,0.025520137784536545,0.026342785278064603,0.027590120280021366,0.028068460525686074,0.030333397319813733,0.0,0.0,0.006632220406166809,0.006585696319516151,0.013264440812333618,0.013171392639032302,0.019896661218500426,0.01975708895854845,0.026528881624667235,0.026342785278064603
full,strip,section 3,UNG,2014,12,0.06530290055439376,0.02963624582753056,0.031584870266211665,0.044299159943887466,0.05307501570192696,0.09096102583777918,0.10068247948214787,0.1084224882316226,0.0,0.0,0.01632572513859844,0.01326875392548174,0.03265145027719688,0.02653750785096348,0.048977175415795327,0.039806261776445216,0.06530290055439376,0.05307501570192696
full,strip,section 3,UNG,2015,12,0.11136462344455868,0.08705820755957265,0.0886510564334771,0.09702210837578773,0.1133230744167017,0.11746383009774601,0.13724692316649556,0.14051098124271433,0.0,0.0,0.02784115586113967,0.028330768604175424,0.05568231172227934,0.05666153720835085,0.08352346758341901,0.08499230581252627,0.11136462344455868,0.1133230744167017
full,strip,section 3,UNG,2016,12,0.11471313771581826,0.08356039806412528,0.08550524843156412,0.10487174269520412,0.11536755640805538,0.129588951005907,0.13329443659017684,0.13739491920762248,0.0,0.0,0.028678284428954565,0.028841889102013844,0.05735656885790913,0.05768377820402769,0.0860348532868637,0.08652566730604153,0.11471313771581826,0.11536755640805538
full,strip,section 3,UNG,2017,9,0.07752245474779003,0.060077460425456926,0.061018111275438325,0.06486755560664939,0.0805820977805385,0.08691590644801016,0.09391609393922329,0.09943126720969167,0.0,0.0,0.019380613686947507,0.020145524445134625,0.038761227373895014,0.04029104889026925,0.058141841060842525,0.06043657333540388,0.07752245474779003,0.0805820977805385
full,strip,section 3,UNG,2018,12,0.07254142901930506,0.05450995312312087,0.05501186575748894,0.060416423522634904,0.06566671735531088,0.07862025625453106,0.0936254997203938,0.10820692412109469,0.0,0.0,0.018135357254826266,0.01641667933882772,0.03627071450965253,0.03283335867765544,0.0544060717644788,0.04925003801648316,0.07254142901930506,0.06566671735531088
full,strip,section 3,UNG,2019,12,0.07631566092726828,0.042706929235732514,0.04569316333195266,0.0691511098722103,0.07609895979823453,0.08813422496197365,0.10154321515515036,0.10516288749965236,0.0,0.0,0.01907891523181707,0.019024739949558632,0.03815783046363414,0.038049479899117264,0.057236745695451216,0.057074219848675896,0.07631566092726828,0.07609895979823453
full,strip,section 3,UNG,2020,12,0.03768652923481265,0.025639432270664595,0.028465697755693603,0.029519606732971524,0.03242177774231765,0.0454793384743604,0.054373135650294835,0.05477790470860254,0.0,0.0,0.009421632308703163,0.008105444435579413,0.018843264617406326,0.016210888871158825,0.02826489692610949,0.024316333306738238,0.03768652923481265,0.03242177774231765
full,strip,section 3,UNG,2021,12,0.058402074431450984,0.03390697006998836,0.03947097771075074,0.04536875406413102,0.059850368119956136,0.06696587747655032,0.07808113514380753,0.0888280478404991,0.0,0.0,0.014600518607862746,0.014962592029989034,0.029201037215725492,0.029925184059978068,0.04380155582358824,0.0448877760899671,0.058402074431450984,0.059850368119956136
full,strip,section 3,UNG,2022,12,0.07623116578998494,0.03966837959880847,0.04202148179884932,0.04699576389773914,0.05408930605890287,0.08362760681998693,0.09015041914792107,0.16652252643547,0.0,0.0,0.019057791447496236,0.013522326514725718,0.03811558289499247,0.027044653029451436,0.0571733743424887,0.04056697954417715,0.07623116578998494,0.05408930605890287
full,strip,section 3,UNG,2023,12,0.058564590413761636,0.04708559274833537,0.048069210886845216,0.04965865308781362,0.05557192139916689,0.06519252041179231,0.07233255815066422,0.07473773431045752,0.0,0.0,0.014641147603440409,0.013892980349791723,0.029282295206880818,0.027785960699583445,0.04392344281032123,0.04167894104937517,0.058564590413761636,0.05557192139916689
full,strip,section 3,UNG,2024,12,0.1419439103673242,0.08215681816189402,0.08619610735830377,0.12136167551896336,0.13965334514395464,0.16861020918194294,0.19321864474679915,0.19751347451380102,0.0,0.0,0.03548597759183105,0.03491333628598866,0.0709719551836621,0.06982667257197732,0.10645793277549315,0.10474000885796597,0.1419439103673242,0.13965334514395464
full,strip,section 3,UNG,2025,7,0.1916649115150167,0.08929945847976499,0.09387328825325897,0.11536664361116956,0.17829071642279407,0.226514135398697,0.301675609546584,0.3482760435014512,0.0,0.0,0.04791622787875417,0.044572679105698516,0.09583245575750834,0.08914535821139703,0.14374868363626253,0.13371803731709556,0.1916649115150167,0.17829071642279407
full,strip,section 3,UNG,ALL,208,0.07771203924303276,0.025047765857313282,0.02792870328332676,0.044320123624118274,0.06830808776003983,0.10074909231839205,0.13259738132457113,0.14657491701505615,0.0,0.0,0.01942800981075819,0.017077021940009957,0.03885601962151638,0.03415404388001991,0.058284029432274564,0.05123106582002987,0.07771203924303276,0.06830808776003983
full,strip,section 3,USO,2007,8,0.1194690178769008,0.08500829861554247,0.08976627321515347,0.09845288410915864,0.11883301002752854,0.13457913954309456,0.153497493484234,0.15961147093122782,0.0,0.0,0.0298672544692252,0.029708252506882134,0.0597345089384504,0.05941650501376427,0.0896017634076756,0.0891247575206464,0.1194690178769008,0.11883301002752854
full,strip,section 3,USO,2008,12,0.0665858265435743,0.04292904555106721,0.043702612840613095,0.04834205903990059,0.05508597377735004,0.07439532805402359,0.08827008019061892,0.1209081638171047,0.0,0.0,0.016646456635893574,0.01377149344433751,0.03329291327178715,0.02754298688867502,0.04993936990768072,0.041314480333012535,0.0665858265435743,0.05508597377735004
full,strip,section 3,USO,2009,12,0.05669249256941334,0.04084899291761096,0.05203669043915248,0.05550091152004413,0.05939216697435719,0.06170578452385008,0.0630023330501254,0.06461949476226857,0.0,0.0,0.014173123142353335,0.014848041743589297,0.02834624628470667,0.029696083487178594,0.04251936942706001,0.044544125230767895,0.05669249256941334,0.05939216697435719
full,strip,section 3,USO,2010,12,0.02891063810664307,0.024468164847314143,0.02534279241259918,0.026243234587926437,0.027230029908144104,0.029888113609787506,0.03250872810340375,0.03700767277642805,0.0,0.0,0.007227659526660767,0.006807507477036026,0.014455319053321534,0.013615014954072052,0.0216829785799823,0.02042252243110808,0.02891063810664307,0.027230029908144104
full,strip,section 3,USO,2011,12,0.02258909180526795,0.015846398330624924,0.01730986586037207,0.019553033114694755,0.022114768810923592,0.02545520076279199,0.029909150312325928,0.030878304486713932,0.0,0.0,0.005647272951316988,0.005528692202730898,0.011294545902633976,0.011057384405461796,0.016941818853950963,0.016586076608192696,0.02258909180526795,0.022114768810923592
full,strip,section 3,USO,2012,12,0.030857191779056076,0.025281891163869155,0.025735097282499935,0.02693381164824373,0.029985192411841326,0.0308389599314212,0.03618793174789861,0.04266838671319676,0.0,0.0,0.007714297944764019,0.007496298102960331,0.015428595889528038,0.014992596205920663,0.023142893834292057,0.022488894308880993,0.030857191779056076,0.029985192411841326
full,strip,section 3,USO,2013,12,0.045684502383019,0.027252367549979117,0.027688680754607183,0.02947484090164033,0.03592384113438428,0.05876195912015565,0.07314689560642308,0.08315930115157041,0.0,0.0,0.01142112559575475,0.00898096028359607,0.0228422511915095,0.01796192056719214,0.03426337678726425,0.02694288085078821,0.045684502383019,0.03592384113438428
full,strip,section 3,USO,2014,12,0.08397893563394883,0.04335044176070721,0.050565293184513214,0.06616288805920742,0.08247013621352284,0.10481039554371338,0.11796704949250296,0.12323885501861995,0.0,0.0,0.020994733908487207,0.02061753405338071,0.041989467816974414,0.04123506810676142,0.06298420172546162,0.06185260216014213,0.08397893563394883,0.08247013621352284
full,strip,section 3,USO,2015,12,0.04780233876218356,0.03296448506902604,0.03532938759749335,0.03832004367543151,0.04546015171683783,0.057970308122069075,0.06032482973636052,0.06557947977986463,0.0,0.0,0.01195058469054589,0.011365037929209457,0.02390116938109178,0.022730075858418915,0.03585175407163767,0.034095113787628376,0.04780233876218356,0.04546015171683783
full,strip,section 3,USO,2016,12,0.04869685777188537,0.03823734082304497,0.03944082078880305,0.04119907483080559,0.04416922741187486,0.05087099783259097,0.053783889147175475,0.07124144897637882,0.0,0.0,0.012174214442971343,0.011042306852968715,0.024348428885942686,0.02208461370593743,0.03652264332891403,0.03312692055890615,0.04869685777188537,0.04416922741187486
full,strip,section 3,USO,2017,12,0.06085587866613205,0.047657723807883474,0.048752218610029104,0.052571912002252016,0.056024682906110915,0.07079111920182496,0.07710588175704862,0.07959778793770694,0.0,0.0,0.015213969666533012,0.014006170726527729,0.030427939333066024,0.028012341453055457,0.04564190899959904,0.04201851217958319,0.06085587866613205,0.056024682906110915
full,strip,section 3,USO,2018,12,0.05860630367372912,0.03872107904934479,0.039394936231831115,0.047151398567688574,0.05946087290429843,0.06883486181502427,0.06970555469567215,0.07997658075540774,0.0,0.0,0.01465157591843228,0.014865218226074608,0.02930315183686456,0.029730436452149216,0.04395472775529684,0.04459565467822382,0.05860630367372912,0.05946087290429843
full,strip,section 3,USO,2019,12,0.056908552844160215,0.04761201102101328,0.04855626518589147,0.049962961248795804,0.05691955774666144,0.06068106846507128,0.0659902408922785,0.06841971595820784,0.0,0.0,0.014227138211040054,0.01422988943666536,0.028454276422080108,0.02845977887333072,0.04268141463312016,0.04268966830999608,0.056908552844160215,0.05691955774666144
full,strip,section 3,USO,2020,12,0.0530198732344912,0.031610258021896584,0.03859962721269331,0.041387896097398444,0.044698549912205364,0.0636704959335736,0.08788322892555499,0.09333583319606552,0.0,0.0,0.0132549683086228,0.011174637478051341,0.0265099366172456,0.022349274956102682,0.0397649049258684,0.03352391243415402,0.0530198732344912,0.044698549912205364
full,strip,section 3,USO,2021,12,0.07547688493295246,0.03504649307371799,0.038455020367459056,0.04387350623878475,0.058214698417931095,0.0742331422321883,0.0900231169539059,0.16876023035539017,0.0,0.0,0.018869221233238115,0.014553674604482774,0.03773844246647623,0.029107349208965547,0.056607663699714345,0.04366102381344832,0.07547688493295246,0.058214698417931095
full,strip,section 3,USO,2022,12,0.10454838208594468,0.04410640724418999,0.05365532348633347,0.06613435004865173,0.08738355732216842,0.11539039625327345,0.16715263661055932,0.21827552290508045,0.0,0.0,0.02613709552148617,0.021845889330542104,0.05227419104297234,0.04369177866108421,0.0784112865644585,0.06553766799162632,0.10454838208594468,0.08738355732216842
full,strip,section 3,USO,2023,12,0.10191617286133246,0.06418636880373335,0.06474048789039591,0.07073655134289239,0.09388958199919742,0.12679147673314375,0.14332734201899375,0.1589500221123881,0.0,0.0,0.025479043215333116,0.023472395499799355,0.05095808643066623,0.04694479099959871,0.07643712964599934,0.07041718649939807,0.10191617286133246,0.09388958199919742
full,strip,section 3,USO,2024,12,0.1372293594216021,0.07493537917872761,0.07869626734117899,0.08445990140074974,0.12361817557284668,0.17447398607713377,0.21687297633371075,0.22896900698872574,0.0,0.0,0.03430733985540053,0.03090454389321167,0.06861467971080105,0.06180908778642334,0.10292201956620159,0.092713631679635,0.1372293594216021,0.12361817557284668
full,strip,section 3,USO,2025,7,0.24062576325005441,0.12883486167702993,0.1292178939097201,0.14951533754970606,0.2307140952775812,0.32255906916979715,0.347004962399889,0.36403528349467135,0.0,0.0,0.060156440812513604,0.0576785238193953,0.12031288162502721,0.1153570476387906,0.18046932243754082,0.17303557145818588,0.24062576325005441,0.2307140952775812
full,strip,section 3,USO,ALL,219,0.07125316841401651,0.025247191098260045,0.027278187815702768,0.03926312772922627,0.05750315885667332,0.0791661578931278,0.12945177054170479,0.16960426105902018,0.0,0.0,0.017813292103504127,0.01437578971416833,0.035626584207008254,0.02875157942833666,0.05343987631051238,0.04312736914250499,0.07125316841401651,0.05750315885667332
full,strip,section 3 and rule 2 floor,ALL,2007,8,0.11297395930674385,0.07714547961968497,0.07881731890997157,0.09505433082372222,0.11630920448436943,0.13181077612928263,0.14050552382813739,0.14438123260747404,0.0,0.0,0.028243489826685963,0.029077301121092358,0.056486979653371926,0.058154602242184716,0.08473046948005789,0.08723190336327707,0.11297395930674385,0.11630920448436943
full,strip,section 3 and rule 2 floor,ALL,2008,23,0.06864118360325641,0.043702612840613095,0.04682964472383139,0.05508597377735004,0.0649545245253124,0.08351030615210125,0.08957980622785569,0.08989226553319947,0.0,0.0,0.017160295900814103,0.0162386311313281,0.034320591801628206,0.0324772622626562,0.05148088770244231,0.0487158933939843,0.06864118360325641,0.0649545245253124
full,strip,section 3 and rule 2 floor,ALL,2009,24,0.061387448758114395,0.028739495149261687,0.03614857577513101,0.057805784479250034,0.06134038419857422,0.06893351531664414,0.07639840634897092,0.07939468889308787,0.0,0.0,0.015346862189528599,0.015335096049643554,0.030693724379057197,0.03067019209928711,0.0460405865685858,0.046005288148930665,0.061387448758114395,0.06134038419857422
full,strip,section 3 and rule 2 floor,ALL,2010,24,0.031548487296882546,0.020524898126704837,0.023273417809399267,0.026171333602848332,0.028277695585000418,0.035640976721240426,0.04195198016823634,0.047714109022875296,0.0,0.0,0.007887121824220637,0.0070694238962501045,0.015774243648441273,0.014138847792500209,0.02366136547266191,0.021208271688750314,0.031548487296882546,0.028277695585000418
full,strip,section 3 and rule 2 floor,ALL,2011,36,0.02842060966051881,0.014137184442415823,0.017641970776979165,0.019553033114694755,0.024377591963123585,0.029495629462441303,0.04427540940267916,0.05467217598581803,0.0,0.0,0.007105152415129702,0.006094397990780896,0.014210304830259405,0.012188795981561792,0.021315457245389108,0.01828319397234269,0.02842060966051881,0.024377591963123585
full,strip,section 3 and rule 2 floor,ALL,2012,38,0.03537113891702579,0.019929522538777233,0.021597365826022077,0.027398641766075503,0.033630846358988456,0.040652297717591435,0.05109304475447337,0.059703156913796775,0.0,0.0,0.008842784729256448,0.008407711589747114,0.017685569458512896,0.016815423179494228,0.026528354187769346,0.025223134769241342,0.03537113891702579,0.033630846358988456
full,strip,section 3 and rule 2 floor,ALL,2013,33,0.03824197094141078,0.018822610878424073,0.019371318193240658,0.02762255058584717,0.035416698510274174,0.04426479059314063,0.06143817472630617,0.06738513659452805,0.0,0.0,0.009560492735352696,0.008854174627568543,0.01912098547070539,0.017708349255137087,0.028681478206058087,0.02656252388270563,0.03824197094141078,0.035416698510274174
full,strip,section 3 and rule 2 floor,ALL,2014,38,0.05907588368418771,0.020009899195384463,0.02301513436503623,0.03320066169471466,0.055094215824357626,0.07434056089221472,0.1055899811460611,0.11736205054936497,0.0,0.0,0.014768970921046927,0.013773553956089406,0.029537941842093855,0.027547107912178813,0.044306912763140784,0.041320661868268216,0.05907588368418771,0.055094215824357626
full,strip,section 3 and rule 2 floor,ALL,2015,28,0.046279853423961216,0.02897484559648188,0.030381650713473287,0.03536481157693484,0.043549956804059,0.05122700620763764,0.05944593003568327,0.06784977611766813,0.0,0.0,0.011569963355990304,0.01088748920101475,0.023139926711980608,0.0217749784020295,0.034709890067970914,0.032662467603044254,0.046279853423961216,0.043549956804059
full,strip,section 3 and rule 2 floor,ALL,2016,16,0.03444187127829414,0.023239814210647056,0.02430391249598283,0.02679215902735357,0.032949637033715784,0.03991607726465137,0.049115382070513774,0.05129914521119479,0.0,0.0,0.008610467819573534,0.008237409258428946,0.01722093563914707,0.016474818516857892,0.025831403458720602,0.024712227775286838,0.03444187127829414,0.032949637033715784
full,strip,section 3 and rule 2 floor,ALL,2017,12,0.029232594293349543,0.022098869712212817,0.023952922868790454,0.027826347422100887,0.03016214724182728,0.03126883331492118,0.03449055377055388,0.03521375132348898,0.0,0.0,0.007308148573337386,0.00754053681045682,0.014616297146674772,0.01508107362091364,0.02192444572001216,0.02262161043137046,0.029232594293349543,0.03016214724182728
full,strip,section 3 and rule 2 floor,ALL,2018,16,0.04574572845967928,0.029461947070250964,0.030518162875464674,0.03329244313804918,0.037597586155680124,0.0414648352067551,0.07074533572977489,0.08887219124674017,0.0,0.0,0.01143643211491982,0.009399396538920031,0.02287286422983964,0.018798793077840062,0.03430929634475946,0.028198189616760093,0.04574572845967928,0.037597586155680124
full,strip,section 3 and rule 2 floor,ALL,2019,21,0.0422703838204947,0.014463282396151909,0.015841594774182354,0.025066491674526185,0.034538537121917914,0.05787731000121595,0.07598276706351766,0.0762151525329514,0.0,0.0,0.010567595955123675,0.008634634280479479,0.02113519191024735,0.017269268560958957,0.03170278786537103,0.025903902841438436,0.0422703838204947,0.034538537121917914
