ticker,cycle,arm,entry,window,block,excluded_by,primary,robustness,truncated
UNG,75,strip,2013-07-22,estimation,,rule 2 floor,False,True,False
UNG,75,straddle,2013-07-22,estimation,A and B,,True,False,False
UNG,76,strip,2013-08-19,estimation,,rule 2 floor,False,True,False
UNG,76,straddle,2013-08-19,estimation,A and B,,True,False,False
UNG,77,strip,2013-09-23,estimation,,rule 2 floor,False,True,False
UNG,77,straddle,2013-09-23,estimation,A and B,,True,False,False
UNG,78,strip,2013-10-21,estimation,,rule 2 floor,False,True,False
UNG,78,straddle,2013-10-21,estimation,A and B,,True,False,False
UNG,79,strip,2013-11-18,estimation,,rule 2 floor,False,True,False
UNG,79,straddle,2013-11-18,estimation,A and B,,True,False,False
UNG,80,strip,2013-12-23,estimation,,rule 2 floor,False,True,False
UNG,80,straddle,2013-12-23,estimation,A and B,,True,False,False
UNG,81,strip,2014-01-21,estimation,,rule 2 floor,False,True,False
UNG,81,straddle,2014-01-21,estimation,A and B,,True,False,False
UNG,82,strip,2014-02-24,estimation,A and B,,True,True,False
UNG,82,straddle,2014-02-24,estimation,A and B,,True,False,False
UNG,83,strip,2014-03-24,estimation,,rule 2 floor,False,True,False
UNG,83,straddle,2014-03-24,estimation,A and B,,True,False,False
UNG,84,strip,2014-04-21,estimation,,rule 2 floor,False,True,False
UNG,84,straddle,2014-04-21,estimation,A and B,,True,False,False
UNG,85,strip,2014-05-19,estimation,,rule 2 floor,False,True,False
UNG,85,straddle,2014-05-19,estimation,A and B,,True,False,False
UNG,86,strip,2014-06-23,estimation,,rule 2 floor,False,True,False
UNG,86,straddle,2014-06-23,estimation,A and B,,True,False,False
UNG,87,strip,2014-07-21,estimation,A and B,,True,True,False
UNG,87,straddle,2014-07-21,estimation,A and B,,True,False,False
UNG,88,strip,2014-08-18,estimation,A and B,,True,True,False
UNG,88,straddle,2014-08-18,estimation,A and B,,True,False,False
UNG,89,strip,2014-09-22,estimation,,rule 2 floor,False,True,False
UNG,89,straddle,2014-09-22,estimation,A and B,,True,False,False
UNG,90,strip,2014-10-20,estimation,A and B,,True,True,False
UNG,90,straddle,2014-10-20,estimation,A and B,,True,False,False
UNG,91,strip,2014-11-24,estimation,,rule 2 floor,False,True,False
UNG,91,straddle,2014-11-24,estimation,A and B,,True,False,False
UNG,92,strip,2014-12-22,estimation,A and B,,True,True,False
UNG,92,straddle,2014-12-22,estimation,A and B,,True,False,False
UNG,93,strip,2015-01-20,estimation,A and B,,True,True,False
UNG,93,straddle,2015-01-20,estimation,A and B,,True,False,False
UNG,94,strip,2015-02-23,estimation,,rule 2 floor,False,True,False
UNG,94,straddle,2015-02-23,estimation,A and B,,True,False,False
UNG,95,strip,2015-03-23,estimation,,rule 2 floor,False,True,False
UNG,95,straddle,2015-03-23,estimation,A and B,,True,False,False
UNG,96,strip,2015-04-20,estimation,,rule 2 floor,False,True,False
UNG,96,straddle,2015-04-20,estimation,A and B,,True,False,False
UNG,97,strip,2015-05-18,estimation,,rule 2 floor,False,True,False
UNG,97,straddle,2015-05-18,estimation,A and B,,True,False,False
UNG,98,strip,2015-06-22,estimation,,rule 2 floor,False,True,False
UNG,98,straddle,2015-06-22,estimation,A and B,,True,False,False
UNG,99,strip,2015-07-20,estimation,,rule 2 floor,False,True,False
UNG,99,straddle,2015-07-20,estimation,A and B,,True,False,False
UNG,100,strip,2015-08-24,estimation,,rule 2 floor,False,True,False
UNG,100,straddle,2015-08-24,estimation,A and B,,True,False,False
UNG,101,strip,2015-09-21,estimation,,rule 2 floor,False,True,False
UNG,101,straddle,2015-09-21,estimation,A and B,,True,False,False
UNG,102,strip,2015-10-19,estimation,,rule 2 floor,False,True,False
UNG,102,straddle,2015-10-19,estimation,A and B,,True,False,False
UNG,103,strip,2015-11-23,estimation,,rule 2 floor,False,True,False
UNG,103,straddle,2015-11-23,estimation,A and B,,True,False,False
UNG,104,strip,2015-12-21,estimation,,rule 2 floor,False,True,False
UNG,104,straddle,2015-12-21,estimation,A and B,,True,False,False
UNG,105,strip,2016-01-19,estimation,,rule 2 floor,False,True,False
UNG,105,straddle,2016-01-19,estimation,A and B,,True,False,False
UNG,106,strip,2016-02-22,estimation,,rule 2 floor,False,True,False
UNG,106,straddle,2016-02-22,estimation,A and B,,True,False,False
UNG,107,strip,2016-03-21,estimation,,rule 2 floor,False,True,False
UNG,107,straddle,2016-03-21,estimation,A and B,,True,False,False
UNG,108,strip,2016-04-18,estimation,,rule 2 floor,False,True,False
UNG,108,straddle,2016-04-18,estimation,A and B,,True,False,False
UNG,109,strip,2016-05-23,estimation,,rule 2 floor,False,True,False
UNG,109,straddle,2016-05-23,estimation,A and B,,True,False,False
UNG,110,strip,2016-06-20,estimation,,rule 2 floor,False,True,False
UNG,110,straddle,2016-06-20,estimation,A and B,,True,False,False
UNG,111,strip,2016-07-18,estimation,,rule 2 floor,False,True,False
UNG,111,straddle,2016-07-18,estimation,A and B,,True,False,False
UNG,112,strip,2016-08-22,estimation,,rule 2 floor,False,True,False
UNG,112,straddle,2016-08-22,estimation,A and B,,True,False,False
UNG,113,strip,2016-09-19,estimation,,rule 2 floor,False,True,False
UNG,113,straddle,2016-09-19,estimation,A and B,,True,False,False
UNG,114,strip,2016-10-24,estimation,,rule 2 floor,False,True,False
UNG,114,straddle,2016-10-24,estimation,A and B,,True,False,False
UNG,115,strip,2016-11-21,estimation,,rule 2 floor,False,True,False
UNG,115,straddle,2016-11-21,estimation,A and B,,True,False,False
UNG,116,strip,2016-12-19,estimation,,rule 2 floor,False,True,False
UNG,116,straddle,2016-12-19,estimation,A and B,,True,False,False
UNG,117,strip,2017-01-23,estimation,,rule 2 floor,False,True,False
UNG,117,straddle,2017-01-23,estimation,A and B,,True,False,False
UNG,118,strip,2017-02-21,estimation,,rule 2 floor,False,True,False
UNG,118,straddle,2017-02-21,estimation,A and B,,True,False,False
UNG,119,strip,2017-03-20,estimation,,rule 2 floor,False,True,False
UNG,119,straddle,2017-03-20,estimation,A and B,,True,False,False
UNG,120,strip,2017-04-24,estimation,,rule 2 floor,False,True,False
UNG,120,straddle,2017-04-24,estimation,A and B,,True,False,False
UNG,121,strip,2017-05-22,estimation,,rule 2 floor,False,True,False
UNG,121,straddle,2017-05-22,estimation,A and B,,True,False,False
UNG,122,strip,2017-06-19,estimation,,rule 2 floor,False,True,False
UNG,122,straddle,2017-06-19,estimation,A and B,,True,False,False
UNG,123,strip,2017-07-24,estimation,,section 3 filters,False,False,False
UNG,123,straddle,2017-07-24,estimation,A and B,,True,False,False
UNG,124,strip,2017-08-21,estimation,,rule 2 floor,False,True,False
UNG,124,straddle,2017-08-21,estimation,A and B,,True,False,False
UNG,125,strip,2017-09-18,estimation,,rule 2 floor,False,True,False
UNG,125,straddle,2017-09-18,estimation,A and B,,True,False,False
UNG,126,strip,2017-10-23,estimation,,section 3 filters,False,False,False
UNG,126,straddle,2017-10-23,estimation,A and B,,True,False,False
UNG,127,strip,2017-11-20,estimation,,rule 2 floor,False,True,False
UNG,127,straddle,2017-11-20,estimation,A and B,,True,False,False
UNG,128,strip,2017-12-18,estimation,,section 3 filters,False,False,False
UNG,128,straddle,2017-12-18,estimation,,rule 5 truncated,False,False,True
UNG,129,strip,2018-01-22,estimation,,rule 2 floor,False,True,False
UNG,129,straddle,2018-01-22,estimation,A and B,,True,False,False
UNG,130,strip,2018-02-20,estimation,A and B,,True,True,False
UNG,130,straddle,2018-02-20,estimation,A and B,,True,False,False
UNG,131,strip,2018-03-19,estimation,,rule 2 floor,False,True,False
UNG,131,straddle,2018-03-19,estimation,A and B,,True,False,False
UNG,132,strip,2018-04-23,estimation,,rule 2 floor,False,True,False
UNG,132,straddle,2018-04-23,estimation,A and B,,True,False,False
UNG,133,strip,2018-05-21,estimation,,rule 2 floor,False,True,False
UNG,133,straddle,2018-05-21,estimation,A and B,,True,False,False
UNG,134,strip,2018-06-18,estimation,,rule 2 floor,False,True,False
UNG,134,straddle,2018-06-18,estimation,A and B,,True,False,False
UNG,135,strip,2018-07-23,estimation,,rule 2 floor,False,True,False
UNG,135,straddle,2018-07-23,estimation,A and B,,True,False,False
UNG,136,strip,2018-08-20,estimation,,rule 2 floor,False,True,False
UNG,136,straddle,2018-08-20,estimation,A and B,,True,False,False
UNG,137,strip,2018-09-24,estimation,,rule 2 floor,False,True,False
UNG,137,straddle,2018-09-24,estimation,A and B,,True,False,False
UNG,138,strip,2018-10-22,estimation,A and B,,True,True,False
UNG,138,straddle,2018-10-22,estimation,A and B,,True,False,False
UNG,139,strip,2018-11-19,estimation,,rule 2 floor,False,True,False
UNG,139,straddle,2018-11-19,estimation,A and B,,True,False,False
UNG,140,strip,2018-12-24,estimation,A and B,,True,True,False
UNG,140,straddle,2018-12-24,estimation,A and B,,True,False,False
UNG,141,strip,2019-01-22,estimation,A and B,,True,True,False
UNG,141,straddle,2019-01-22,estimation,A and B,,True,False,False
UNG,142,strip,2019-02-19,estimation,,rule 2 floor,False,True,False
UNG,142,straddle,2019-02-19,estimation,A and B,,True,False,False
UNG,143,strip,2019-03-18,estimation,,rule 2 floor,False,True,False
UNG,143,straddle,2019-03-18,estimation,A and B,,True,False,False
UNG,144,strip,2019-04-22,estimation,,rule 2 floor,False,True,False
UNG,144,straddle,2019-04-22,estimation,A and B,,True,False,False
UNG,145,strip,2019-05-20,estimation,,rule 2 floor,False,True,False
UNG,145,straddle,2019-05-20,estimation,A and B,,True,False,False
UNG,146,strip,2019-06-24,estimation,A and B,,True,True,False
UNG,146,straddle,2019-06-24,estimation,A and B,,True,False,False
UNG,147,strip,2019-07-22,estimation,,rule 2 floor,False,True,False
UNG,147,straddle,2019-07-22,estimation,A and B,,True,False,False
UNG,148,strip,2019-08-19,estimation,A and B,,True,True,False
UNG,148,straddle,2019-08-19,estimation,A and B,,True,False,False
UNG,149,strip,2019-09-23,estimation,A and B,,True,True,False
UNG,149,straddle,2019-09-23,estimation,A and B,,True,False,False
UNG,150,strip,2019-10-21,estimation,,rule 2 floor,False,True,False
UNG,150,straddle,2019-10-21,estimation,A and B,,True,False,False
UNG,151,strip,2019-11-18,estimation,A and B,,True,True,False
UNG,151,straddle,2019-11-18,estimation,A and B,,True,False,False
UNG,152,strip,2019-12-23,estimation,A and B,,True,True,False
UNG,152,straddle,2019-12-23,estimation,A and B,,True,False,False
UNG,153,strip,2020-01-21,estimation,,rule 2 floor,False,True,False
UNG,153,straddle,2020-01-21,estimation,A and B,,True,False,False
UNG,154,strip,2020-02-24,estimation,,rule 2 floor,False,True,False
UNG,154,straddle,2020-02-24,estimation,A and B,,True,False,False
UNG,155,strip,2020-03-23,estimation,,rule 2 floor,False,True,False
UNG,155,straddle,2020-03-23,estimation,A and B,,True,False,False
UNG,156,strip,2020-04-20,estimation,A and B,,True,True,False
UNG,156,straddle,2020-04-20,estimation,A and B,,True,False,False
UNG,157,strip,2020-05-18,estimation,A and B,,True,True,False
UNG,157,straddle,2020-05-18,estimation,A and B,,True,False,False
UNG,158,strip,2020-06-22,estimation,A and B,,True,True,False
UNG,158,straddle,2020-06-22,estimation,A and B,,True,False,False
UNG,159,strip,2020-07-20,estimation,A and B,,True,True,False
UNG,159,straddle,2020-07-20,estimation,A and B,,True,False,False
UNG,160,strip,2020-08-24,estimation,A and B,,True,True,False
UNG,160,straddle,2020-08-24,estimation,A and B,,True,False,False
UNG,161,strip,2020-09-21,estimation,A and B,,True,True,False
UNG,161,straddle,2020-09-21,estimation,A and B,,True,False,False
UNG,162,strip,2020-10-19,estimation,A and B,,True,True,False
UNG,162,straddle,2020-10-19,estimation,A and B,,True,False,False
UNG,163,strip,2020-11-23,estimation,,rule 2 floor,False,True,False
UNG,163,straddle,2020-11-23,estimation,A and B,,True,False,False
UNG,164,strip,2020-12-21,estimation,,rule 2 floor,False,True,False
UNG,164,straddle,2020-12-21,estimation,A and B,,True,False,False
UNG,165,strip,2021-01-19,estimation,,rule 2 floor,False,True,False
UNG,165,straddle,2021-01-19,estimation,A and B,,True,False,False
UNG,166,strip,2021-02-22,estimation,,rule 2 floor,False,True,False
UNG,166,straddle,2021-02-22,estimation,A and B,,True,False,False
UNG,167,strip,2021-03-22,estimation,,rule 2 floor,False,True,False
UNG,167,straddle,2021-03-22,estimation,A and B,,True,False,False
UNG,168,strip,2021-04-19,estimation,,rule 2 floor,False,True,False
UNG,168,straddle,2021-04-19,estimation,A and B,,True,False,False
UNG,169,strip,2021-05-24,estimation,,rule 2 floor,False,True,False
UNG,169,straddle,2021-05-24,estimation,A and B,,True,False,False
UNG,170,strip,2021-06-21,estimation,,rule 2 floor,False,True,False
UNG,170,straddle,2021-06-21,estimation,A and B,,True,False,False
UNG,171,strip,2021-07-19,estimation,,rule 2 floor,False,True,False
UNG,171,straddle,2021-07-19,estimation,A and B,,True,False,False
UNG,172,strip,2021-08-23,estimation,,rule 2 floor,False,True,False
UNG,172,straddle,2021-08-23,estimation,A and B,,True,False,False
UNG,173,strip,2021-09-20,estimation,A and B,,True,True,False
UNG,173,straddle,2021-09-20,estimation,A and B,,True,False,False
UNG,174,strip,2021-10-18,estimation,A and B,,True,True,False
UNG,174,straddle,2021-10-18,estimation,A and B,,True,False,False
UNG,175,strip,2021-11-22,estimation,,rule 2 floor,False,True,False
UNG,175,straddle,2021-11-22,estimation,A and B,,True,False,False
UNG,176,strip,2021-12-20,estimation,A and B,,True,True,False
UNG,176,straddle,2021-12-20,estimation,A and B,,True,False,False
UNG,177,strip,2022-01-24,holdout,C,,True,True,False
UNG,177,straddle,2022-01-24,holdout,C,,True,False,False
UNG,178,strip,2022-02-22,holdout,C,,True,True,False
UNG,178,straddle,2022-02-22,holdout,C,,True,False,False
UNG,179,strip,2022-03-21,holdout,C,,True,True,False
UNG,179,straddle,2022-03-21,holdout,C,,True,False,False
UNG,180,strip,2022-04-18,holdout,,rule 2 floor,False,True,False
UNG,180,straddle,2022-04-18,holdout,C,,True,False,False
UNG,181,strip,2022-05-23,holdout,,rule 2 floor,False,True,False
UNG,181,straddle,2022-05-23,holdout,C,,True,False,False
UNG,182,strip,2022-06-21,holdout,C,,True,True,False
UNG,182,straddle,2022-06-21,holdout,C,,True,False,False
UNG,183,strip,2022-07-18,holdout,C,,True,True,False
UNG,183,straddle,2022-07-18,holdout,C,,True,False,False
UNG,184,strip,2022-08-22,holdout,,rule 2 floor,False,True,False
UNG,184,straddle,2022-08-22,holdout,C,,True,False,False
UNG,185,strip,2022-09-19,holdout,C,,True,True,False
UNG,185,straddle,2022-09-19,holdout,C,,True,False,False
UNG,186,strip,2022-10-24,holdout,,rule 2 floor,False,True,False
UNG,186,straddle,2022-10-24,holdout,C,,True,False,False
UNG,187,strip,2022-11-21,holdout,C,,True,True,False
UNG,187,straddle,2022-11-21,holdout,C,,True,False,False
UNG,188,strip,2022-12-19,holdout,C,,True,True,False
UNG,188,straddle,2022-12-19,holdout,C,,True,False,False
UNG,189,strip,2023-01-23,holdout,C,,True,True,False
UNG,189,straddle,2023-01-23,holdout,C,,True,False,False
UNG,190,strip,2023-02-21,holdout,,rule 2 floor,False,True,False
UNG,190,straddle,2023-02-21,holdout,C,,True,False,False
UNG,191,strip,2023-03-20,holdout,,rule 2 floor,False,True,False
UNG,191,straddle,2023-03-20,holdout,C,,True,False,False
UNG,192,strip,2023-04-24,holdout,,rule 2 floor,False,True,False
UNG,192,straddle,2023-04-24,holdout,C,,True,False,False
UNG,193,strip,2023-05-22,holdout,,rule 2 floor,False,True,False
UNG,193,straddle,2023-05-22,holdout,C,,True,False,False
UNG,194,strip,2023-06-20,holdout,,rule 2 floor,False,True,False
UNG,194,straddle,2023-06-20,holdout,C,,True,False,False
UNG,195,strip,2023-07-24,holdout,,rule 2 floor,False,True,False
UNG,195,straddle,2023-07-24,holdout,C,,True,False,False
UNG,196,strip,2023-08-21,holdout,,rule 2 floor,False,True,False
UNG,196,straddle,2023-08-21,holdout,C,,True,False,False
UNG,197,strip,2023-09-18,holdout,,rule 2 floor,False,True,False
UNG,197,straddle,2023-09-18,holdout,C,,True,False,False
UNG,198,strip,2023-10-23,holdout,,rule 2 floor,False,True,False
UNG,198,straddle,2023-10-23,holdout,C,,True,False,False
UNG,199,strip,2023-11-20,holdout,,rule 2 floor,False,True,False
UNG,199,straddle,2023-11-20,holdout,C,,True,False,False
UNG,200,strip,2023-12-18,holdout,,rule 2 floor,False,True,False
UNG,200,straddle,2023-12-18,holdout,C,,True,False,False
UNG,201,strip,2024-01-22,holdout,,rule 2 floor,False,False,True
UNG,201,straddle,2024-01-22,holdout,,rule 5 truncated,False,False,True
UNG,202,strip,2024-02-20,holdout,C,,True,True,False
UNG,202,straddle,2024-02-20,holdout,C,,True,False,False
UNG,203,strip,2024-03-18,holdout,C,,True,True,False
UNG,203,straddle,2024-03-18,holdout,C,,True,False,False
UNG,204,strip,2024-04-22,holdout,C,,True,True,False
UNG,204,straddle,2024-04-22,holdout,C,,True,False,False
UNG,205,strip,2024-05-20,holdout,C,,True,True,False
UNG,205,straddle,2024-05-20,holdout,C,,True,False,False
UNG,206,strip,2024-06-24,holdout,C,,True,True,False
UNG,206,straddle,2024-06-24,holdout,C,,True,False,False
UNG,207,strip,2024-07-22,holdout,C,,True,True,False
UNG,207,straddle,2024-07-22,holdout,C,,True,False,False
UNG,208,strip,2024-08-19,holdout,C,,True,True,False
UNG,208,straddle,2024-08-19,holdout,C,,True,False,False
UNG,209,strip,2024-09-23,holdout,C,,True,True,False
UNG,209,straddle,2024-09-23,holdout,C,,True,False,False
UNG,210,strip,2024-10-21,holdout,C,,True,True,False
UNG,210,straddle,2024-10-21,holdout,C,,True,False,False
UNG,211,strip,2024-11-18,holdout,C,,True,True,False
UNG,211,straddle,2024-11-18,holdout,C,,True,False,False
UNG,212,strip,2024-12-23,holdout,C,,True,True,False
UNG,212,straddle,2024-12-23,holdout,C,,True,False,False
UNG,213,strip,2025-01-21,holdout,C,,True,True,False
UNG,213,straddle,2025-01-21,holdout,C,,True,False,False
UNG,214,strip,2025-02-24,holdout,C,,True,True,False
UNG,214,straddle,2025-02-24,holdout,C,,True,False,False
UNG,215,strip,2025-03-24,holdout,C,,True,True,False
UNG,215,straddle,2025-03-24,holdout,C,,True,False,False
UNG,216,strip,2025-04-21,holdout,,rule 2 floor,False,True,False
UNG,216,straddle,2025-04-21,holdout,C,,True,False,False
UNG,217,strip,2025-05-19,holdout,,rule 2 floor,False,True,False
UNG,217,straddle,2025-05-19,holdout,C,,True,False,False
UNG,218,strip,2025-06-23,holdout,C,,True,True,False
UNG,218,straddle,2025-06-23,holdout,C,,True,False,False
UNG,219,strip,2025-07-21,holdout,,rule 2 floor,False,True,False
UNG,219,straddle,2025-07-21,holdout,C,,True,False,False
