population,cycles,mean_ratio,median_ratio,min_ratio,max_ratio,mean_percent_above,median_percent_above
every cycle,843,1.0599483766723823,1.042857142857143,0.926984126984127,1.1007936507936509,5.994837667238229,4.285714285714293
rule-2-passing strip cycles,547,1.0598213110745731,1.042857142857143,0.926984126984127,1.1007936507936509,5.982131107457311,4.285714285714293
