ticker,bucket,cycle_day,mid,unclassified,zero bid,carried,leg_days,share_mid,share_zero_bid,share_carried,share_unclassified
ALL,below -3,20,68,0,1024,0,1092,0.06227106227106227,0.9377289377289377,0.0,0.0
ALL,below -3,21,40,0,961,0,1001,0.03996003996003996,0.9600399600399601,0.0,0.0
ALL,below -3,22,33,0,764,0,797,0.04140526976160602,0.958594730238394,0.0,0.0
ALL,below -3,23,1,0,336,0,337,0.002967359050445104,0.9970326409495549,0.0,0.0
ALL,-3 to -2,0,2350,0,0,0,2350,1.0,0.0,0.0,0.0
ALL,-3 to -2,1,2234,1,115,0,2350,0.9506382978723404,0.04893617021276596,0.0,0.000425531914893617
ALL,-3 to -2,2,2191,1,158,0,2350,0.9323404255319149,0.06723404255319149,0.0,0.000425531914893617
ALL,-3 to -2,3,2130,3,217,0,2350,0.9063829787234042,0.09234042553191489,0.0,0.001276595744680851
ALL,-3 to -2,4,2107,2,241,0,2350,0.896595744680851,0.1025531914893617,0.0,0.000851063829787234
ALL,-3 to -2,5,2041,7,302,0,2350,0.8685106382978723,0.12851063829787235,0.0,0.0029787234042553193
ALL,-3 to -2,6,1970,4,376,0,2350,0.8382978723404255,0.16,0.0,0.001702127659574468
ALL,-3 to -2,7,1892,4,454,0,2350,0.8051063829787234,0.19319148936170213,0.0,0.001702127659574468
ALL,-3 to -2,8,1800,3,547,0,2350,0.7659574468085106,0.2327659574468085,0.0,0.001276595744680851
ALL,-3 to -2,9,1688,3,659,0,2350,0.7182978723404255,0.2804255319148936,0.0,0.001276595744680851
ALL,-3 to -2,10,1597,4,749,0,2350,0.6795744680851064,0.31872340425531914,0.0,0.001702127659574468
ALL,-3 to -2,11,1446,2,902,0,2350,0.6153191489361702,0.38382978723404254,0.0,0.000851063829787234
ALL,-3 to -2,12,1343,6,1001,0,2350,0.5714893617021276,0.42595744680851066,0.0,0.002553191489361702
ALL,-3 to -2,13,1165,6,1179,0,2350,0.4957446808510638,0.5017021276595744,0.0,0.002553191489361702
ALL,-3 to -2,14,999,5,1346,0,2350,0.4251063829787234,0.5727659574468085,0.0,0.002127659574468085
ALL,-3 to -2,15,826,9,1515,0,2350,0.35148936170212763,0.6446808510638298,0.0,0.003829787234042553
ALL,-3 to -2,16,634,5,1697,0,2336,0.2714041095890411,0.7264554794520548,0.0,0.0021404109589041095
ALL,-3 to -2,17,514,2,1700,0,2216,0.2319494584837545,0.7671480144404332,0.0,0.0009025270758122744
ALL,-3 to -2,18,371,7,1102,0,1480,0.25067567567567567,0.7445945945945946,0.0,0.00472972972972973
ALL,-3 to -2,19,218,0,585,0,803,0.2714819427148194,0.7285180572851806,0.0,0.0
ALL,-3 to -2,20,150,1,652,0,803,0.18679950186799502,0.8119551681195517,0.0,0.0012453300124533001
ALL,-3 to -2,21,106,0,638,0,744,0.1424731182795699,0.8575268817204301,0.0,0.0
ALL,-3 to -2,22,94,0,491,0,585,0.1606837606837607,0.8393162393162393,0.0,0.0
ALL,-3 to -2,23,35,0,251,0,286,0.12237762237762238,0.8776223776223776,0.0,0.0
ALL,-2 to -1,0,3459,0,0,0,3459,1.0,0.0,0.0,0.0
ALL,-2 to -1,1,3416,3,40,0,3459,0.9875686614628505,0.01156403584851113,0.0,0.0008673026886383347
ALL,-2 to -1,2,3397,2,60,0,3459,0.9820757444348077,0.017346053772766695,0.0,0.0005782017924255566
ALL,-2 to -1,3,3366,0,93,0,3459,0.9731136166522116,0.026886383347788378,0.0,0.0
ALL,-2 to -1,4,3334,0,125,0,3459,0.9638623879734027,0.03613761202659728,0.0,0.0
ALL,-2 to -1,5,3286,1,172,0,3459,0.9499855449551894,0.04972535414859786,0.0,0.0002891008962127783
ALL,-2 to -1,6,3258,0,201,0,3459,0.9418907198612315,0.058109280138768434,0.0,0.0
ALL,-2 to -1,7,3177,2,280,0,3459,0.9184735472679966,0.08094825093957791,0.0,0.0005782017924255566
ALL,-2 to -1,8,3123,1,335,0,3459,0.9028620988725065,0.09684880023128072,0.0,0.0002891008962127783
ALL,-2 to -1,9,3008,2,449,0,3459,0.869615495808037,0.12980630239953744,0.0,0.0005782017924255566
ALL,-2 to -1,10,2949,3,507,0,3459,0.852558542931483,0.14657415437987859,0.0,0.0008673026886383347
ALL,-2 to -1,11,2843,4,612,0,3459,0.8219138479329285,0.1769297484822203,0.0,0.0011564035848511131
ALL,-2 to -1,12,2734,4,721,0,3459,0.7904018502457357,0.20844174616941313,0.0,0.0011564035848511131
ALL,-2 to -1,13,2546,6,907,0,3459,0.7360508817577335,0.26221451286498987,0.0,0.0017346053772766695
ALL,-2 to -1,14,2390,14,1055,0,3459,0.69095114194854,0.30500144550448105,0.0,0.004047412546978896
ALL,-2 to -1,15,2132,8,1319,0,3459,0.6163631107256432,0.3813240821046545,0.0,0.0023128071697022263
ALL,-2 to -1,16,1854,13,1570,0,3437,0.5394239162059936,0.4567937154495199,0.0,0.003782368344486471
ALL,-2 to -1,17,1472,12,1783,0,3267,0.4505662687480869,0.5457606366697276,0.0,0.0036730945821854912
ALL,-2 to -1,18,1038,11,1159,0,2208,0.4701086956521739,0.5249094202898551,0.0,0.004981884057971014
ALL,-2 to -1,19,650,9,569,0,1228,0.5293159609120521,0.46335504885993484,0.0,0.007328990228013029
ALL,-2 to -1,20,534,4,690,0,1228,0.43485342019543977,0.5618892508143323,0.0,0.003257328990228013
ALL,-2 to -1,21,421,1,722,0,1144,0.368006993006993,0.6311188811188811,0.0,0.0008741258741258741
ALL,-2 to -1,22,300,3,589,0,892,0.336322869955157,0.6603139013452914,0.0,0.0033632286995515697
ALL,-2 to -1,23,123,0,294,0,417,0.2949640287769784,0.7050359712230215,0.0,0.0
ALL,-1 to 0,0,5080,0,0,0,5080,1.0,0.0,0.0,0.0
ALL,-1 to 0,1,5078,2,0,0,5080,0.9996062992125985,0.0,0.0,0.0003937007874015748
ALL,-1 to 0,2,5077,3,0,0,5080,0.9994094488188976,0.0,0.0,0.0005905511811023622
ALL,-1 to 0,3,5073,4,3,0,5080,0.9986220472440945,0.0005905511811023622,0.0,0.0007874015748031496
ALL,-1 to 0,4,5072,3,5,0,5080,0.9984251968503937,0.000984251968503937,0.0,0.0005905511811023622
ALL,-1 to 0,5,5072,0,8,0,5080,0.9984251968503937,0.0015748031496062992,0.0,0.0
ALL,-1 to 0,6,5064,1,15,0,5080,0.9968503937007874,0.002952755905511811,0.0,0.0001968503937007874
ALL,-1 to 0,7,5061,1,18,0,5080,0.996259842519685,0.003543307086614173,0.0,0.0001968503937007874
ALL,-1 to 0,8,5050,0,30,0,5080,0.9940944881889764,0.005905511811023622,0.0,0.0
ALL,-1 to 0,9,5036,0,44,0,5080,0.9913385826771653,0.008661417322834646,0.0,0.0
ALL,-1 to 0,10,5012,0,68,0,5080,0.9866141732283464,0.013385826771653543,0.0,0.0
ALL,-1 to 0,11,4972,0,108,0,5080,0.978740157480315,0.02125984251968504,0.0,0.0
ALL,-1 to 0,12,4924,1,155,0,5080,0.9692913385826771,0.03051181102362205,0.0,0.0001968503937007874
ALL,-1 to 0,13,4837,3,240,0,5080,0.9521653543307087,0.047244094488188976,0.0,0.0005905511811023622
ALL,-1 to 0,14,4698,4,378,0,5080,0.9248031496062992,0.07440944881889763,0.0,0.0007874015748031496
ALL,-1 to 0,15,4535,4,541,0,5080,0.8927165354330708,0.10649606299212598,0.0,0.0007874015748031496
ALL,-1 to 0,16,4289,4,755,0,5048,0.8496434231378764,0.14956418383518225,0.0,0.000792393026941363
ALL,-1 to 0,17,3785,11,1001,0,4797,0.7890348134250573,0.2086720867208672,0.0,0.002293099854075464
ALL,-1 to 0,18,2562,2,700,0,3264,0.7849264705882353,0.21446078431372548,0.0,0.0006127450980392157
ALL,-1 to 0,19,1519,5,306,0,1830,0.8300546448087431,0.16721311475409836,0.0,0.00273224043715847
ALL,-1 to 0,20,1393,6,431,0,1830,0.7612021857923498,0.2355191256830601,0.0,0.003278688524590164
ALL,-1 to 0,21,1226,7,480,0,1713,0.7157034442498541,0.28021015761821366,0.0,0.004086398131932283
ALL,-1 to 0,22,913,3,407,0,1323,0.690098261526833,0.30763416477702193,0.0,0.0022675736961451248
ALL,-1 to 0,23,417,0,223,0,640,0.6515625,0.3484375,0.0,0.0
ALL,0 to 1,0,4588,0,0,0,4588,1.0,0.0,0.0,0.0
ALL,0 to 1,1,4586,2,0,0,4588,0.9995640802092415,0.0,0.0,0.00043591979075850045
ALL,0 to 1,2,4581,7,0,0,4588,0.9984742807323452,0.0,0.0,0.0015257192676547515
ALL,0 to 1,3,4586,2,0,0,4588,0.9995640802092415,0.0,0.0,0.00043591979075850045
ALL,0 to 1,4,4586,0,2,0,4588,0.9995640802092415,0.00043591979075850045,0.0,0.0
ALL,0 to 1,5,4579,1,8,0,4588,0.9980383609415867,0.0017436791630340018,0.0,0.00021795989537925023
ALL,0 to 1,6,4573,1,14,0,4588,0.9967306015693113,0.003051438535309503,0.0,0.00021795989537925023
ALL,0 to 1,7,4548,1,39,0,4588,0.99128160418483,0.008500435919790758,0.0,0.00021795989537925023
ALL,0 to 1,8,4529,1,58,0,4588,0.9871403661726242,0.012641673931996512,0.0,0.00021795989537925023
ALL,0 to 1,9,4498,1,89,0,4588,0.9803836094158674,0.01939843068875327,0.0,0.00021795989537925023
ALL,0 to 1,10,4438,4,146,0,4588,0.9673060156931125,0.03182214472537053,0.0,0.0008718395815170009
ALL,0 to 1,11,4396,1,191,0,4588,0.958151700087184,0.04163034001743679,0.0,0.00021795989537925023
ALL,0 to 1,12,4353,3,232,0,4588,0.9487794245858762,0.05056669572798605,0.0,0.0006538796861377507
ALL,0 to 1,13,4261,3,324,0,4588,0.9287271142109852,0.07061900610287707,0.0,0.0006538796861377507
ALL,0 to 1,14,4099,4,485,0,4588,0.8934176111595467,0.10571054925893636,0.0,0.0008718395815170009
ALL,0 to 1,15,3923,9,656,0,4588,0.8550566695727986,0.14298169136878813,0.0,0.001961639058413252
ALL,0 to 1,16,3655,6,897,0,4558,0.8018867924528302,0.19679684071961387,0.0,0.0013163668275559457
ALL,0 to 1,17,3192,9,1125,0,4326,0.7378640776699029,0.26005547850208044,0.0,0.0020804438280166435
ALL,0 to 1,18,2201,22,741,0,2964,0.7425775978407557,0.25,0.0,0.007422402159244264
ALL,0 to 1,19,1377,1,299,0,1677,0.8211091234347049,0.17829457364341086,0.0,0.0005963029218843172
ALL,0 to 1,20,1270,2,405,0,1677,0.7573047107930829,0.24150268336314848,0.0,0.0011926058437686344
ALL,0 to 1,21,1050,2,509,0,1561,0.672645739910314,0.32607303010890454,0.0,0.0012812299807815502
ALL,0 to 1,22,710,1,490,0,1201,0.5911740216486261,0.4079933388842631,0.0,0.0008326394671107411
ALL,0 to 1,23,306,0,285,0,591,0.5177664974619289,0.48223350253807107,0.0,0.0
ALL,1 to 2,0,4183,0,0,0,4183,1.0,0.0,0.0,0.0
ALL,1 to 2,1,4124,1,58,0,4183,0.9858952904613913,0.013865646665072914,0.0,0.0002390628735357399
ALL,1 to 2,2,4094,1,88,0,4183,0.9787234042553191,0.021037532871145112,0.0,0.0002390628735357399
ALL,1 to 2,3,4040,2,141,0,4183,0.9658140090843892,0.033707865168539325,0.0,0.0004781257470714798
ALL,1 to 2,4,3984,0,199,0,4183,0.9524264881663878,0.04757351183361224,0.0,0.0
ALL,1 to 2,5,3900,0,283,0,4183,0.9323452067893856,0.06765479321061439,0.0,0.0
ALL,1 to 2,6,3798,1,384,0,4183,0.9079607936887402,0.09180014343772412,0.0,0.0002390628735357399
ALL,1 to 2,7,3740,2,441,0,4183,0.8940951470236672,0.1054267272292613,0.0,0.0004781257470714798
